m (mol/kg),gamma,Osmotic NH42HPO4,a_water,Beta(0) ,Beta(1),Beta(2),C(MX)
1.000,0.1911,0.5955,0.968329,-0.02266,1.249,0,0.00752
1.250,0.1699,0.5709,0.962165,-0.02266,1.249,0,0.00752
1.500,0.1541,0.5536,0.956114,-0.02266,1.249,0,0.00752
1.750,0.1421,0.5422,0.950015,-0.02266,1.249,0,0.00752
2.000,0.1327,0.5353,0.943776,-0.02266,1.249,0,0.00752
2.121,0.1289,0.5333,0.940695,-0.02266,1.249,0,0.00752
,,,,,,,
Sodium Fumarate,,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8860,0.9609,0.999948,,,,
0.002,0.8462,0.9467,0.999898,,,,
0.003,0.8182,0.9360,0.999848,,,,
0.004,0.7959,0.9285,0.999799,,,,
0.005,0.7774,0.9267,0.999753,,,,
0.006,0.7615,0.9158,0.999703,,,,
0.007,0.7474,0.9105,0.999656,,,,
0.008,0.7349,0.9058,0.999608,,,,
0.009,0.7235,0.9016,0.999562,,,,
0.010,0.7136,0.8976,0.999515,,,,
0.020,0.6400,0.8700,0.999060,,,,
0.030,0.5949,0.8529,0.998618,,,,
0.040,0.5623,0.8403,0.998184,,,,
0.050,0.5372,0.8316,0.997755,,,,
0.060,0.5169,0.8245,0.997330,,,,
0.070,0.5000,0.8188,0.996907,,,,
0.080,0.4856,0.8145,0.996486,,,,
0.090,0.4732,0.8102,0.996087,,,,
0.100,0.4622,0.8070,0.995648,,,,
0.200,0.3969,0.7938,0.991457,,,,
0.300,0.3655,0.7950,0.987592,,,,
0.400,0.3471,0.8010,0.982820,,,,
0.500,0.3354,0.8057,0.978330,,,,
0.600,0.3278,0.8212,0.973722,,,,
0.700,0.3227,0.8325,0.968996,,,,
0.800,0.3196,0.8443,0.964154,,,,
0.900,0.3178,0.8564,0.959199,,,,
1.000,0.3171,0.8687,0.954134,,,,
1.250,0.3289,0.9006,0.941006,,,,
1.500,0.3241,0.9317,0.927253,,,,
1.750,0.3218,0.9633,0.912918,,,,
2.000,0.3414,0.9948,0.898046,,,,
2.077,0.3447,1.0045,0.893363,,,,
,,,,,,,
Sodium Maleate,,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8846,0.9602,0.999948,,,,
0.002,0.8437,0.9453,0.999898,,,,
0.003,0.8146,0.9345,0.999848,,,,
0.004,0.7916,0.9258,0.999800,,,,
0.005,0.7722,0.9185,0.999752,,,,
0.006,0.7555,0.9120,0.999704,,,,
0.007,0.7407,0.9062,0.999657,,,,
0.008,0.7274,0.9010,0.999611,,,,
0.009,0.7153,0.8962,0.999564,,,,
0.010,0.7043,0.8918,0.999518,,,,
0.020,0.6259,0.8597,0.999071,,,,
0.030,0.5767,0.8388,0.998641,,,,
0.040,0.5409,0.8234,0.998221,,,,
0.050,0.5131,0.8113,0.997810,,,,
0.060,0.4904,0.8014,0.997405,,,,
0.070,0.4714,0.7931,0.997004,,,,
0.080,0.4551,0.7860,0.996607,,,,
0.090,0.4409,0.7799,0.996214,,,,
0.100,0.4283,0.7745,0.995823,,,,
0.200,0.3514,0.7439,0.991991,,,,
0.300,0.3121,0.7320,0.988202,,,,
0.400,0.2875,0.7275,0.984395,,,,
0.500,0.2703,0.7270,0.980547,,,,
0.600,0.2577,0.7287,0.976647,,,,
0.700,0.2480,0.7319,0.972690,,,,
0.800,0.2404,0.7362,0.968671,,,,
0.900,0.2343,0.7412,0.964588,,,,
1.000,0.2293,0.7469,0.960439,,,,
1.250,0.2205,0.7627,0.949776,,,,
1.500,0.2153,0.7805,0.938686,,,,
1.750,0.2125,0.7996,0.927164,,,,
2.000,0.2114,0.8197,0.915204,,,,
2.250,0.2116,0.8408,0.902803,,,,
2.500,0.2129,0.8628,0.889960,,,,
2.750,0.2152,0.8856,0.876673,,,,
2.879,0.2168,0.8976,0.869644,,,,
,,,,,,,
Sodium Carbonate (Na2CO3),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,0.04625,1.264,0,0.002943
0.001,0.8867,0.9613,0.999948,0.04625,1.264,0,0.002943
0.002,0.8474,0.9474,0.999898,0.04625,1.264,0,0.002943
0.003,0.8198,0.9375,0.999848,0.04625,1.264,0,0.002943
0.004,0.7979,0.9296,0.999799,0.04625,1.264,0,0.002943
0.005,0.7798,0.9230,0.999751,0.04625,1.264,0,0.002943
0.006,0.7641,0.9173,0.999703,0.04625,1.264,0,0.002943
0.007,0.7503,0.9122,0.999655,0.04625,1.264,0,0.002943
0.008,0.7380,0.9076,0.999608,0.04625,1.264,0,0.002943
0.009,0.7268,0.9035,0.999561,0.04625,1.264,0,0.002943
0.010,0.7165,0.8997,0.999514,0.04625,1.264,0,0.002943
0.020,0.6445,0.8725,0.999057,0.04625,1.264,0,0.002943
0.030,0.5995,0.8552,0.998614,0.04625,1.264,0,0.002943
0.040,0.5667,0.8426,0.998180,0.04625,1.264,0,0.002943
0.050,0.5411,0.8326,0.997753,0.04625,1.264,0,0.002943
0.060,0.5202,0.8243,0.997330,0.04625,1.264,0,0.002943
0.070,0.5025,0.8113,0.996912,0.04625,1.264,0,0.002943
0.080,0.4872,0.8113,0.996498,0.04625,1.264,0,0.002943
0.090,0.4738,0.8059,0.996087,0.04625,1.264,0,0.002943
0.100,0.4619,0.8012,0.995679,0.04625,1.264,0,0.002943
0.200,0.3855,0.7692,0.991720,0.04625,1.264,0,0.002943
0.300,0.3429,0.7496,0.987920,0.04625,1.264,0,0.002943
0.400,0.3137,0.7340,0.984238,0.04625,1.264,0,0.002943
0.500,0.2918,0.7230,0.980653,0.04625,1.264,0,0.002943
0.600,0.2744,0.7129,0.977146,0.04625,1.264,0,0.002943
0.700,0.2602,0.7044,0.973703,0.04625,1.264,0,0.002943
0.800,0.2482,0.6971,0.970308,0.04625,1.264,0,0.002943
0.900,0.2379,0.6910,0.966948,0.04625,1.264,0,0.002943
1.000,0.2290,0.6859,0.963610,0.04625,1.264,0,0.002943
1.250,0.2115,0.6772,0.955282,0.04625,1.264,0,0.002943
1.500,0.1986,0.6738,0.946841,0.04625,1.264,0,0.002943
1.750,0.1892,0.6752,0.938133,0.04625,1.264,0,0.002943
2.000,0.1823,0.6810,0.929031,0.04625,1.264,0,0.002943
2.250,0.1773,0.6908,0.919432,0.04625,1.264,0,0.002943
2.500,0.1741,0.7040,0.909258,0.04625,1.264,0,0.002943
2.750,0.1722,0.7205,0.898455,0.04625,1.264,0,0.002943
2.767,0.1721,0.7217,0.897697,0.04625,1.264,0,0.002943
3.000,0.1714,0.7396,0.891498,0.04625,1.264,0,0.002943
,,,,,,,
Sodium Arsenate (Na2HAsO4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8885,0.9622,0.999948,,,,
0.002,0.8506,0.9492,0.999897,,,,
0.003,0.8241,0.9400,0.999848,,,,
0.004,0.8034,0.9328,0.999798,,,,
0.005,0.7862,0.9268,0.999750,,,,
0.006,0.7714,0.9216,0.999701,,,,
0.007,0.7584,0.9171,0.999653,,,,
0.008,0.7468,0.9130,0.999605,,,,
0.009,0.7363,0.9093,0.999558,,,,
0.010,0.7267,0.9060,0.999510,,,,
0.020,0.6597,0.8824,0.999047,,,,
0.030,0.6179,0.8676,0.998594,,,,
0.040,0.5874,0.8567,0.998150,,,,
0.050,0.5635,0.8481,0.997711,,,,
0.060,0.5439,0.8410,0.997277,,,,
0.070,0.5272,0.8348,0.996847,,,,
0.080,0.5127,0.8293,0.996421,,,,
0.090,0.4999,0.8244,0.995998,,,,
0.100,0.4884,0.8199,0.995579,,,,
0.200,0.4125,0.7868,0.991531,,,,
0.300,0.3676,0.7629,0.987707,,,,
0.400,0.3357,0.7431,0.984065,,,,
0.500,0.3110,0.7259,0.980574,,,,
0.600,0.2911,0.7111,0.977204,,,,
0.700,0.2747,0.6984,0.973923,,,,
0.800,0.2608,0.6877,0.970703,,,,
0.900,0.2491,0.6790,0.967511,,,,
1.000,0.2391,0.6723,0.964319,,,,
1.029,0.2365,0.6707,0.963386,,,,
,,,,,,,
"Sodium 1,2-Ethanedisulfonate",,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8856,0.9607,0.999948,,,,
0.002,0.8456,0.9464,0.999898,,,,
0.003,0.8174,0.9362,0.999848,,,,
0.004,0.7951,0.9281,0.999799,,,,
0.005,0.7766,0.9213,0.999751,,,,
0.006,0.7607,0.9155,0.999703,,,,
0.007,0.7466,0.9103,0.999656,,,,
0.008,0.7341,0.9056,0.999609,,,,
0.009,0.7228,0.9015,0.999562,,,,
0.010,0.7124,0.8976,0.999515,,,,
0.020,0.6407,0.8714,0.999058,,,,
0.030,0.5972,0.8564,0.998612,,,,
0.040,0.5666,0.8465,0.998172,,,,
0.050,0.5435,0.8398,0.997733,,,,
0.060,0.5251,0.8352,0.997295,,,,
0.070,0.5101,0.8319,0.996858,,,,
0.080,0.4976,0.8296,0.996419,,,,
0.090,0.4869,0.8281,0.995980,,,,
0.100,0.4777,0.8271,0.995540,,,,
0.200,0.4256,0.8311,0.991057,,,,
0.300,0.4018,0.8404,0.986466,,,,
0.400,0.3876,0.8490,0.981813,,,,
0.500,0.3780,0.8567,0.977114,,,,
0.600,0.3712,0.8642,0.972364,,,,
0.700,0.3665,0.8718,0.967554,,,,
0.800,0.3633,0.8796,0.962683,,,,
0.900,0.3612,0.8874,0.957755,,,,
1.000,0.3597,0.8949,0.952783,,,,
1.250,0.3582,0.9123,0.940231,,,,
1.500,0.3590,0.9289,0.927463,,,,
1.750,0.3618,0.9462,0.914391,,,,
1.800,0.3622,0.9490,0.911811,,,,
,,,,,,,
Sodium m-Benzenedisulfonate,,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8899,0.9630,0.999948,,,,
0.002,0.8532,0.9507,0.999897,,,,
0.003,0.8270,0.9421,0.999847,,,,
0.004,0.8080,0.9355,0.999798,,,,
0.005,0.7917,0.9301,0.999749,,,,
0.006,0.7778,0.9256,0.999700,,,,
0.007,0.7656,0.9216,0.999651,,,,
0.008,0.7548,0.9181,0.999603,,,,
0.009,0.7451,0.9149,0.999555,,,,
0.010,0.7362,0.9121,0.999507,,,,
0.020,0.6755,0.8935,0.999035,,,,
0.030,0.6390,0.8832,0.998569,,,,
0.040,0.6132,0.8766,0.998107,,,,
0.050,0.5936,0.8721,0.997646,,,,
0.060,0.5778,0.8688,0.997187,,,,
0.070,0.5648,0.8664,0.996727,,,,
0.080,0.5538,0.8647,0.996268,,,,
0.090,0.5443,0.8634,0.995809,,,,
0.100,0.5360,0.8625,0.995349,,,,
0.200,0.4873,0.8631,0.990714,,,,
0.300,0.4648,0.8700,0.985993,,,,
0.400,0.4523,0.8790,0.981177,,,,
0.500,0.4451,0.8889,0.976265,,,,
0.600,0.4412,0.8994,0.971257,,,,
0.700,0.4395,0.9102,0.966152,,,,
0.800,0.4394,0.9213,0.960948,,,,
0.900,0.4406,0.9327,0.955647,,,,
1.000,0.4428,0.9442,0.950249,,,,
1.250,0.4519,0.9737,0.936338,,,,
1.500,0.4646,1.0036,0.921861,,,,
1.750,0.4800,1.0335,0.906877,,,,
2.000,0.4975,1.0628,0.891470,,,,
2.250,0.5164,1.0911,0.875746,,,,
2.500,0.5362,1.1177,0.859832,,,,
2.750,0.5563,1.1421,0.843876,,,,
3.000,0.5761,1.1638,0.828039,,,,
,,,,,,,
"Sodium 4,4'-Dibenzyl Disulfonate",,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8861,0.9610,0.999948,,,,
0.002,0.8465,0.9469,0.999898,,,,
0.003,0.8185,0.9368,0.999848,,,,
0.004,0.7964,0.9288,0.999799,,,,
0.005,0.7781,0.9221,0.999751,,,,
0.006,0.7622,0.9163,0.999703,,,,
0.007,0.7483,0.9112,0.999655,,,,
0.008,0.7359,0.9065,0.999608,,,,
0.009,0.7246,0.9024,0.999563,,,,
0.010,0.7143,0.8985,0.999514,,,,
0.020,0.6422,0.8717,0.999058,,,,
0.030,0.5978,0.8553,0.998614,,,,
0.040,0.5659,0.8436,0.998177,,,,
0.050,0.5413,0.8352,0.997746,,,,
0.060,0.5214,0.8283,0.997338,,,,
0.070,0.5047,0.8227,0.996892,,,,
0.080,0.4904,0.8180,0.996469,,,,
0.090,0.4780,0.8140,0.996048,,,,
0.100,0.4670,0.8105,0.995629,,,,
0.200,0.3957,0.7846,0.991555,,,,
0.300,0.3507,0.7562,0.987813,,,,
0.400,0.3124,0.7259,0.984642,,,,
,,,,,,,
Sodium Anthraquinone Disulfonate,,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8936,0.9648,0.999948,,,,
0.002,0.8584,0.9529,0.999897,,,,
0.003,0.8334,0.9442,0.999847,,,,
0.004,0.8135,0.9371,0.999797,,,,
0.005,0.7966,0.9308,0.999748,,,,
0.006,0.7818,0.9252,0.999700,,,,
0.007,0.7686,0.9200,0.999652,,,,
0.008,0.7565,0.9152,0.999604,,,,
0.009,0.7454,0.9106,0.999557,,,,
0.010,0.7350,0.9062,0.999510,,,,
0.020,0.6564,0.8698,0.999060,,,,
0.030,0.6012,0.8406,0.998638,,,,
0.040,0.5582,0.8157,0.998238,,,,
0.050,0.5229,0.7939,0.997857,,,,
0.060,0.4932,0.7748,0.997491,,,,
0.070,0.4676,0.7578,0.997137,,,,
0.080,0.4456,0.7426,0.996795,,,,
0.090,0.4260,0.7288,0.996461,,,,
0.100,0.4086,0.7162,0.996137,,,,
0.200,0.2929,0.6125,0.993401,,,,
0.300,0.2194,0.5019,0.991897,,,,
0.400,0.1848,0.4810,0.989655,,,,
,,,,,,,
Sodium Dodecahydrodecaborate,,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8898,0.9630,0.999948,,,,
0.002,0.8532,0.9507,0.999897,,,,
0.003,0.8279,0.9423,0.999847,,,,
0.004,0.8082,0.9358,0.999798,,,,
0.005,0.7921,0.9305,0.999749,,,,
0.006,0.7783,0.9261,0.999700,,,,
0.007,0.7664,0.9223,0.999651,,,,
0.008,0.7557,0.9189,0.999603,,,,
0.009,0.7462,0.9159,0.999555,,,,
0.010,0.7376,0.9133,0.999507,,,,
0.020,0.6792,0.8968,0.999031,,,,
0.030,0.6452,0.8890,0.998560,,,,
0.040,0.6221,0.8851,0.998088,,,,
0.050,0.6052,0.8834,0.997616,,,,
0.060,0.5922,0.8830,0.997141,,,,
0.070,0.5820,0.8837,0.996663,,,,
0.080,0.5739,0.8850,0.996181,,,,
0.090,0.5673,0.8868,0.995696,,,,
0.100,0.5618,0.8890,0.995207,,,,
0.200,0.5429,0.9223,0.990080,,,,
0.300,0.5522,0.9631,0.984505,,,,
0.400,0.5740,1.0066,0.978474,,,,
0.500,0.6041,1.0514,0.971987,,,,
0.600,0.6410,1.0972,0.965044,,,,
0.700,0.6841,1.1438,0.957650,,,,
0.800,0.7333,1.1911,0.949805,,,,
0.900,0.7890,1.2390,0.941513,,,,
1.000,0.8515,1.2876,0.932778,,,,
1.250,1.0418,1.4118,0.909029,,,,
1.500,1.2912,1.5401,0.882626,,,,
1.729,1.5869,1.6612,0.856216,,,,
,,,,,,,
Sodium Chromate (Na2CrO4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,0.06437,1.544,0,0.009028
0.001,0.8875,0.9618,0.999948,0.06437,1.544,0,0.009028
0.002,0.8490,0.9483,0.999898,0.06437,1.544,0,0.009028
0.003,0.8219,0.9388,0.999848,0.06437,1.544,0,0.009028
0.004,0.8007,0.9312,0.999799,0.06437,1.544,0,0.009028
0.005,0.7830,0.9250,0.999750,0.06437,1.544,0,0.009028
0.006,0.7678,0.9195,0.999702,0.06437,1.544,0,0.009028
0.007,0.7544,0.9147,0.999654,0.06437,1.544,0,0.009028
0.008,0.7425,0.9105,0.999606,0.06437,1.544,0,0.009028
0.009,0.7317,0.9066,0.999559,0.06437,1.544,0,0.009028
0.010,0.7218,0.9033,0.999512,0.06437,1.544,0,0.009028
0.020,0.6526,0.8780,0.999051,0.06437,1.544,0,0.009028
0.030,0.6096,0.8624,0.998603,0.06437,1.544,0,0.009028
0.040,0.5784,0.8511,0.998162,0.06437,1.544,0,0.009028
0.050,0.5540,0.8423,0.997727,0.06437,1.544,0,0.009028
0.060,0.5341,0.8351,0.997296,0.06437,1.544,0,0.009028
0.070,0.5173,0.8290,0.996869,0.06437,1.544,0,0.009028
0.080,0.5028,0.8238,0.996445,0.06437,1.544,0,0.009028
0.090,0.4901,0.8192,0.996023,0.06437,1.544,0,0.009028
0.100,0.4788,0.8150,0.995605,0.06437,1.544,0,0.009028
0.200,0.4062,0.7881,0.991517,0.06437,1.544,0,0.009028
0.300,0.3657,0.7723,0.987556,0.06437,1.544,0,0.009028
0.400,0.3381,0.7611,0.983602,0.06437,1.544,0,0.009028
0.500,0.3176,0.7526,0.979867,0.06437,1.544,0,0.009028
0.600,0.3015,0.7463,0.976090,0.06437,1.544,0,0.009028
0.700,0.2885,0.7417,0.972330,0.06437,1.544,0,0.009028
0.800,0.2778,0.7366,0.968571,0.06437,1.544,0,0.009028
0.900,0.2688,0.7368,0.964795,0.06437,1.544,0,0.009028
1.000,0.2613,0.7363,0.960988,0.06437,1.544,0,0.009028
1.250,0.2474,0.7398,0.951247,0.06437,1.544,0,0.009028
1.500,0.2384,0.7495,0.941044,0.06437,1.544,0,0.009028
1.750,0.2331,0.7646,0.930233,0.06437,1.544,0,0.009028
2.000,0.2307,0.7846,0.918693,0.06437,1.544,0,0.009028
2.250,0.2308,0.8088,0.906325,0.06437,1.544,0,0.009028
2.500,0.2330,0.8372,0.893039,0.06437,1.544,0,0.009028
2.750,0.2373,0.8697,0.878749,0.06437,1.544,0,0.009028
3.000,0.2438,0.9061,0.863363,0.06437,1.544,0,0.009028
3.250,0.2524,0.9468,0.846789,0.06437,1.544,0,0.009028
3.500,0.2635,0.9921,0.828883,0.06437,1.544,0,0.009028
3.750,0.2774,1.0425,0.809539,0.06437,1.544,0,0.009028
4.000,0.2947,1.10986,0.788592,0.06437,1.544,0,0.009028
4.250,0.3163,1.1613,0.765873,0.06437,1.544,0,0.009028
4.363,0.3276,1.1920,0.754973,0.06437,1.544,0,0.009028
,,,,,,,
Sodium Tungstate (Na2WO4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8858,0.9608,0.999948,,,,
0.002,0.8459,0.9466,0.999898,,,,
0.003,0.8177,0.9363,0.999848,,,,
0.004,0.7954,0.9282,0.999799,,,,
0.005,0.7768,0.9213,0.999751,,,,
0.006,0.7607,0.9153,0.999703,,,,
0.007,0.7466,0.9100,0.999656,,,,
0.008,0.7339,0.9052,0.999609,,,,
0.009,0.7224,0.9009,0.999562,,,,
0.010,0.7119,0.8969,0.999515,,,,
0.020,0.6382,0.8686,0.999062,,,,
0.030,0.5923,0.8509,0.998621,,,,
0.040,0.5593,0.8382,0.998190,,,,
0.050,0.5337,0.8286,0.997763,,,,
0.060,0.5130,0.8209,0.997341,,,,
0.070,0.4957,0.8147,0.996922,,,,
0.080,0.4809,0.8096,0.996506,,,,
0.090,0.4681,0.8052,0.996091,,,,
0.100,0.4568,0.8016,0.995677,,,,
0.200,0.3885,0.7840,0.991561,,,,
0.300,0.3547,0.7813,0.987412,,,,
0.400,0.3341,0.7840,0.983195,,,,
0.500,0.3202,0.7893,0.978897,,,,
0.600,0.3104,0.7960,0.974517,,,,
0.700,0.3033,0.8036,0.970055,,,,
0.800,0.2980,0.8117,0.965512,,,,
0.900,0.2941,0.8202,0.960889,,,,
1.000,0.2912,0.8289,0.956189,,,,
1.250,0.2873,0.8512,0.944118,,,,
1.500,0.2866,0.8738,0.931613,,,,
1.750,0.2880,0.8965,0.918708,,,,
2.000,0.2909,0.9190,0.905433,,,,
2.250,0.2951,0.9415,0.891819,,,,
2.500,0.3003,0.9639,0.877892,,,,
2.523,0.3008,0.9659,0.876596,,,,
2.558,0.3016,0.9690,0.874619,,,,
,,,,,,,
Potassium Sulfate (K2SO4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,0.07424,0.5188,0,-0.01057
0.001,0.8846,0.9691,0.999948,0.07424,0.5188,0,-0.01057
0.002,0.8437,0.9453,0.999898,0.07424,0.5188,0,-0.01057
0.003,0.8146,0.9345,0.999848,0.07424,0.5188,0,-0.01057
0.004,0.7914,0.9258,0.999800,0.07424,0.5188,0,-0.01057
0.005,0.7720,0.9183,0.999752,0.07424,0.5188,0,-0.01057
0.006,0.7553,0.9118,0.999704,0.07424,0.5188,0,-0.01057
0.007,0.7404,0.9062,0.999657,0.07424,0.5188,0,-0.01057
0.008,0.7271,0.9008,0.999611,0.07424,0.5188,0,-0.01057
0.009,0.7156,0.8960,0.999564,0.07424,0.5188,0,-0.01057
0.010,0.7029,0.8915,0.999518,0.07424,0.5188,0,-0.01057
0.020,0.6251,0.8599,0.999072,0.07424,0.5188,0,-0.01057
0.030,0.5754,0.8376,0.998643,0.07424,0.5188,0,-0.01057
0.040,0.5392,0.8216,0.998225,0.07424,0.5188,0,-0.01057
0.050,0.5109,0.8088,0.997817,0.07424,0.5188,0,-0.01057
0.060,0.4877,0.7983,0.997415,0.07424,0.5188,0,-0.01057
0.070,0.4682,0.7893,0.997018,0.07424,0.5188,0,-0.01057
0.080,0.4515,0.7816,0.996626,0.07424,0.5188,0,-0.01057
0.090,0.4369,0.7747,0.996239,0.07424,0.5188,0,-0.01057
0.100,0.4239,0.7687,0.995854,0.07424,0.5188,0,-0.01057
0.200,0.3429,0.7304,0.992136,0.07424,0.5188,0,-0.01057
0.300,0.3060,0.7102,0.988551,0.07424,0.5188,0,-0.01057
0.400,0.2719,0.6971,0.985044,0.07424,0.5188,0,-0.01057
0.500,0.2514,0.6875,0.981593,0.07424,0.5188,0,-0.01057
0.600,0.2355,0.6785,0.978190,0.07424,0.5188,0,-0.01057
0.692,0.2237,0.6743,0.975097,0.07424,0.5188,0,-0.01057
,,,,,,,
Potassium Dihydrogen Phosphate (K2HPO4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,-0.1231,0.09124,0,0.02453
0.001,0.8865,0.9612,0.999948,-0.1231,0.09124,0,0.02453
0.002,0.8471,0.9472,0.999898,-0.1231,0.09124,0,0.02453
0.003,0.8193,0.9372,0.999848,-0.1231,0.09124,0,0.02453
0.004,0.7973,0.9293,0.999799,-0.1231,0.09124,0,0.02453
0.005,0.7790,0.9226,0.999751,-0.1231,0.09124,0,0.02453
0.006,0.7633,0.9168,0.999703,-0.1231,0.09124,0,0.02453
0.007,0.7494,0.9116,0.999655,-0.1231,0.09124,0,0.02453
0.008,0.7369,0.9070,0.999608,-0.1231,0.09124,0,0.02453
0.009,0.7257,0.9028,0.999561,-0.1231,0.09124,0,0.02453
0.010,0.7153,0.8989,0.999514,-0.1231,0.09124,0,0.02453
0.020,0.6426,0.8711,0.999059,-0.1231,0.09124,0,0.02453
0.030,0.5969,0.8533,0.998617,-0.1231,0.09124,0,0.02453
0.040,0.5638,0.8402,0.998185,-0.1231,0.09124,0,0.02453
0.050,0.5378,0.8298,0.997760,-0.1231,0.09124,0,0.02453
0.060,0.5164,0.8212,0.997341,-0.1231,0.09124,0,0.02453
0.070,0.4984,0.8138,0.996926,-0.1231,0.09124,0,0.02453
0.080,0.4829,0.8074,0.996515,-0.1231,0.09124,0,0.02453
0.090,0.4692,0.8017,0.996108,-0.1231,0.09124,0,0.02453
0.100,0.4571,0.7966,0.995704,-0.1231,0.09124,0,0.02453
0.200,0.3789,0.7620,0.991797,-0.1231,0.09124,0,0.02453
0.300,0.3352,0.7404,0.988068,-0.1231,0.09124,0,0.02453
0.400,0.3054,0.7241,0.984468,-0.1231,0.09124,0,0.02453
0.500,0.2830,0.7109,0.980971,-0.1231,0.09124,0,0.02453
0.600,0.2653,0.7001,0.977553,-0.1231,0.09124,0,0.02453
0.700,0.2509,0.6911,0.974191,-0.1231,0.09124,0,0.02453
0.800,0.2389,0.6839,0.970865,-0.1231,0.09124,0,0.02453
0.873,0.2313,0.6795,0.968452,-0.1231,0.09124,0,0.02453
,,,,,,,
Dipotassium Phosphate (K2H2P2O7),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8871,0.9615,0.999948,,,,
0.002,0.8481,0.9478,0.999898,,,,
0.003,0.8206,0.9380,0.999848,,,,
0.004,0.7990,0.9302,0.999799,,,,
0.005,0.7810,0.9237,0.999750,,,,
0.006,0.7655,0.9181,0.999702,,,,
0.007,0.7518,0.9131,0.999655,,,,
0.008,0.7396,0.9085,0.999607,,,,
0.009,0.7285,0.9044,0.999560,,,,
0.010,0.7183,0.9007,0.999513,,,,
0.020,0.6467,0.8737,0.999056,,,,
0.030,0.6017,0.8562,0.998613,,,,
0.040,0.5687,0.8431,0.998179,,,,
0.050,0.5428,0.8326,0.997753,,,,
0.060,0.5214,0.8238,0.997332,,,,
0.070,0.5033,0.8161,0.996917,,,,
0.080,0.4875,0.8093,0.996507,,,,
0.090,0.4736,0.8031,0.996101,,,,
0.100,0.4611,0.7975,0.995699,,,,
0.200,0.3792,0.7562,0.991859,,,,
0.300,0.3318,0.7271,0.988280,,,,
0.400,0.2985,0.7034,0.984910,,,,
0.500,0.2732,0.6830,0.981712,,,,
0.600,0.2529,0.6653,0.978657,,,,
0.700,0.2362,0.6497,0.975719,,,,
0.800,0.2221,0.6360,0.972876,,,,
0.900,0.2101,0.6239,0.970108,,,,
1.000,0.1997,0.6133,0.967396,,,,
1.250,0.1790,0.5924,0.960768,,,,
1.500,0.1636,0.5782,0.954211,,,,
1.750,0.1518,0.5691,0.947601,,,,
2.000,0.1425,0.5639,0.940869,,,,
2.250,0.1350,0.5616,0.933982,,,,
2.500,0.1289,0.5615,0.926937,,,,
2.750,0.1238,0.5629,0.919742,,,,
3.000,0.1195,0.5654,0.912409,,,,
3.077,0.1184,0.5662,0.910331,,,,
,,,,,,,
Potassium Arsenate (K2HAsO4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8891,0.9626,0.999948,,,,
0.002,0.8517,0.9498,0.999897,,,,
0.003,0.8258,0.9410,0.999847,,,,
0.004,0.8054,0.9340,0.999798,,,,
0.005,0.7886,0.9282,0.999749,,,,
0.006,0.7742,0.9233,0.999701,,,,
0.007,0.7615,0.9190,0.999652,,,,
0.008,0.7503,0.9152,0.999604,,,,
0.009,0.7401,0.9117,0.999557,,,,
0.010,0.7308,0.9086,0.999509,,,,
0.020,0.6662,0.8868,0.999042,,,,
0.030,0.6263,0.8737,0.998584,,,,
0.040,0.5975,0.8643,0.998133,,,,
0.050,0.5751,0.8571,0.997687,,,,
0.060,0.5567,0.8512,0.997244,,,,
0.070,0.5412,0.8462,0.996804,,,,
0.080,0.5278,0.8420,0.996366,,,,
0.090,0.5160,0.8382,0.995931,,,,
0.100,0.5055,0.8349,0.995498,,,,
0.200,0.4374,0.8124,0.991257,,,,
0.300,0.3988,0.7987,0.987133,,,,
0.400,0.3722,0.7891,0.983005,,,,
0.500,0.3525,0.7824,0.979078,,,,
0.600,0.3372,0.7783,0.975077,,,,
0.700,0.3253,0.7766,0.971048,,,,
0.800,0.3159,0.7771,0.966957,,,,
0.886,0.3095,0.7795,0.963343,,,,
,,,,,,,
Potassium Tetracyanoplatinate (K2PtCN4),,,,,,,
m (mol/kg),gamma,Osmotic,a_water,,,,
0.001,0.8936,0.9650,0.999948,,,,
0.002,0.8596,0.9541,0.999897,,,,
0.003,0.8363,0.9467,0.999847,,,,
0.004,0.8183,0.9411,0.999797,,,,
0.005,0.8035,0.9365,0.999747,,,,
0.006,0.7909,0.9326,0.999698,,,,
0.007,0.7799,0.9293,0.999648,,,,
0.008,0.7702,0.9263,0.999600,,,,
